Name,Level,Zone,Location,Type,NPC
Sea-saw,66,Kugane,Kugane,Blacksmithing,Keltraeng
Renting Mortality,66,Kugane,Kugane,Blacksmithing,Keltraeng
Fire for Hire,68,Kugane,Kugane,Blacksmithing,Keltraeng
Ingot to Wing It,68,Kugane,Kugane,Blacksmithing,Keltraeng
Knock on Wood,68,Kugane,Kugane,Blacksmithing,Keltraeng
Fire Sale,70,The Crystarium,The Baldaquin,Blacksmithing,Eirikur
Here Comes the Hammer,70,The Crystarium,The Baldaquin,Blacksmithing,Eirikur
The Gold Experience,70,The Crystarium,The Baldaquin,Blacksmithing,Eirikur
Enlistment Highs,72,The Crystarium,The Baldaquin,Blacksmithing,Eirikur
Heavy Hitter,72,The Crystarium,The Baldaquin,Blacksmithing,Eirikur
Selective Logging,72,The Crystarium,The Baldaquin,Blacksmithing,Eirikur
Halfhearted Effort,74,The Crystarium,The Baldaquin,Blacksmithing,Eirikur
Instruments of Distraction,74,The Crystarium,The Baldaquin,Blacksmithing,Eirikur
Nip it in the Bud,74,The Crystarium,The Baldaquin,Blacksmithing,Eirikur
Cooking for the Future,76,The Crystarium,The Baldaquin,Blacksmithing,Eirikur
"Dodge Once, Cut Twice",76,The Crystarium,The Baldaquin,Blacksmithing,Eirikur
Idol Hands,76,The Crystarium,The Baldaquin,Blacksmithing,Eirikur
Bae Blade,78,The Crystarium,The Baldaquin,Blacksmithing,Eirikur
Keeping Loyalty,78,The Crystarium,The Baldaquin,Blacksmithing,Eirikur
Under the Fool Moon,78,The Crystarium,The Baldaquin,Blacksmithing,Eirikur
In with the New,1,Gridania,Gridania,Carpentry,Gontrant
Touch and Heal,1,Gridania,Gridania,Carpentry,Gontrant
A Clogful of Camaraderie,1,Gridania,Gridania,Carpentry,Gontrant
Gridania's Got Talent,1,Central Shroud,The Bannock,Carpentry,Muriaule
Got Your Back,1,Central Shroud,The Bannock,Carpentry,Muriaule
Bowing Out,1,Central Shroud,The Bannock,Carpentry,Muriaule
Bows for the Boys,5,Gridania,Gridania,Carpentry,Gontrant
Shields for the Serpents,5,Gridania,Gridania,Carpentry,Gontrant
Spears and Sorcery,5,Gridania,Gridania,Carpentry,Gontrant
Compulsory Conjury,5,Central Shroud,The Bannock,Carpentry,Muriaule
Leaving without Leave,5,Central Shroud,The Bannock,Carpentry,Muriaule
A Sword in Hand,5,Central Shroud,The Bannock,Carpentry,Muriaule
On the Move,10,Gridania,Gridania,Carpentry,Gontrant
Citizens' Canes,10,Gridania,Gridania,Carpentry,Gontrant
Raise the Roof,10,Gridania,Gridania,Carpentry,Gontrant
Shielding Sales,10,Central Shroud,Bentbranch Meadows,Carpentry,Tierney
Say It with Spears,10,Central Shroud,Bentbranch Meadows,Carpentry,Tierney
Life's a Stitch,10,Central Shroud,Bentbranch Meadows,Carpentry,Tierney
Re-crating the Scene,15,Gridania,Gridania,Carpentry,Gontrant
Nightmare on My Street,15,Gridania,Gridania,Carpentry,Gontrant
Driving up the Wall,15,Gridania,Gridania,Carpentry,Gontrant
Bowing to Necessity,15,East Shroud,The Hawthorne Hut,Carpentry,Qina Lyehga
Nothing to Hide,15,East Shroud,The Hawthorne Hut,Carpentry,Qina Lyehga
What You Need,15,East Shroud,The Hawthorne Hut,Carpentry,Qina Lyehga
As the Worm Turns,20,Gridania,Gridania,Carpentry,Gontrant
Behind the Mask,20,Gridania,Gridania,Carpentry,Gontrant
Militia on My Mind,20,Gridania,Gridania,Carpentry,Gontrant
Grinding It Out,20,South Shroud,Quarrymill,Carpentry,Nyell
Wall Not Found,20,South Shroud,Quarrymill,Carpentry,Nyell
Polearms Aplenty,20,South Shroud,Quarrymill,Carpentry,Nyell
Daddy's Little Girl,25,Gridania,Gridania,Carpentry,Gontrant
Armoires of the Rich and Famous,25,Gridania,Gridania,Carpentry,Gontrant
Tools for the Tools,25,Gridania,Gridania,Carpentry,Gontrant
Storm of Swords,25,South Shroud,Quarrymill,Carpentry,Nyell
Toys of Summer,25,South Shroud,Quarrymill,Carpentry,Nyell
Heal Away,25,South Shroud,Quarrymill,Carpentry,Nyell
An Expected Tourney,30,Gridania,Gridania,Carpentry,Gontrant
Ceremonial Spears,30,Gridania,Gridania,Carpentry,Gontrant
Knock on Wood,30,Gridania,Gridania,Carpentry,Gontrant
Live Freelance or Die,30,Eastern La Noscea,Costa del Sol,Carpentry,Nahctahr
The Lone Bowman,30,Eastern La Noscea,Costa del Sol,Carpentry,Nahctahr
The Long Lance of the Law,30,Eastern La Noscea,Costa del Sol,Carpentry,Nahctahr
A Tree Grew in Gridania,35,Gridania,Gridania,Carpentry,Gontrant
Flintstone Fight,35,Gridania,Gridania,Carpentry,Gontrant
Stay on Target,35,Gridania,Gridania,Carpentry,Gontrant
Grippy When Wet,35,Coerthas Central Highlands,Observatorium,Carpentry,Cimeaurant
"The Cold, Cold Ground",35,Coerthas Central Highlands,Observatorium,Carpentry,Cimeaurant
Bend It Like Durendaire,35,Coerthas Central Highlands,Observatorium,Carpentry,Cimeaurant
Greenstone for Greenhorns,40,Gridania,Gridania,Carpentry,Gontrant
Spin It Like You Mean It,40,Gridania,Gridania,Carpentry,Gontrant
The Arsenal of Theocracy,40,Gridania,Gridania,Carpentry,Gontrant
The Turning Point,40,Coerthas Central Highlands,Whitebrim Front,Carpentry,Voilinaut
A Winning Combo,40,Coerthas Central Highlands,Whitebrim Front,Carpentry,Voilinaut
Ready for a Rematch,40,Coerthas Central Highlands,Whitebrim Front,Carpentry,Voilinaut
Clogs of War,45,Gridania,Gridania,Carpentry,Gontrant
You Do the Heavy Lifting,45,Gridania,Gridania,Carpentry,Gontrant
Trident and Error,45,Gridania,Gridania,Carpentry,Gontrant
Bowing to Greater Power,45,Mor Dhona,Saint Coinach's Find,Carpentry,K'leytai
Bow Down to Magic,45,Mor Dhona,Saint Coinach's Find,Carpentry,K'leytai
"Incant Now, Think Later",45,Mor Dhona,Saint Coinach's Find,Carpentry,K'leytai
So You Think You Can Lance,50,Ishgard,Foundation,Carpentry,Eloin
Splinter in the Sewers,50,Ishgard,Foundation,Carpentry,Eloin
Almost as Fun as Slingshotting Birds,50,Ishgard,Foundation,Carpentry,Eloin
Sticks and Stones,50,Ishgard,Foundation,Carpentry (Large-scale),Eloin
The Lumber of Their Discontent,50,Ishgard,Foundation,Carpentry (Large-scale),Eloin
Living Bow to Mouth,50,Ishgard,Foundation,Carpentry (Large-scale),Eloin
Landing the Big One,52,Ishgard,Foundation,Carpentry,Eloin
Do You Even String Bow?,52,Ishgard,Foundation,Carpentry,Eloin
A Reward Fitting of the Faithful,52,Ishgard,Foundation,Carpentry,Eloin
Fishing for Profits,52,Ishgard,Foundation,Carpentry (Large-scale),Eloin
"Win One Bow, Get Three Free",52,Ishgard,Foundation,Carpentry (Large-scale),Eloin
Just Rewards for Just Devotion,52,Ishgard,Foundation,Carpentry (Large-scale),Eloin
License to Heal,54,Ishgard,Foundation,Carpentry,Eloin
The Darkest Hearth,54,Ishgard,Foundation,Carpentry,Eloin
Purified Polyrhythm,54,Ishgard,Foundation,Carpentry,Eloin
,54,Ishgard,Foundation,Carpentry (Large-scale),Eloin
Fruit of the Loom,54,Ishgard,Foundation,Carpentry (Large-scale),Eloin
Like Lemon on a Lumbercut,54,Ishgard,Foundation,Carpentry (Large-scale),Eloin
Don't Ask Wyvern,56,Ishgard,Foundation,Carpentry,Eloin
The Long Armillae of the Law,56,Ishgard,Foundation,Carpentry,Eloin
Aim to Please,56,Ishgard,Foundation,Carpentry,Eloin
A Sky Pirate's Life for Me,56,Ishgard,Foundation,Carpentry (Large-scale),Eloin
Wooden Ambitions,56,Ishgard,Foundation,Carpentry (Large-scale),Eloin
"To Protect My City, I Must Wear a Mask",56,Ishgard,Foundation,Carpentry (Large-scale),Eloin
"Birch, Please",58,Ishgard,Foundation,Carpentry,Eloin
Anatomy of a Drill Bit,58,Ishgard,Foundation,Carpentry,Eloin
Hold on Adamantite,58,Ishgard,Foundation,Carpentry,Eloin
Built This City on Blocks and Soul,58,Ishgard,Foundation,Carpentry (Large-scale),Eloin
Pulling Them to the Grind,58,Ishgard,Foundation,Carpentry (Large-scale),Eloin
Spears for Stone Vigilantes,58,Ishgard,Foundation,Carpentry (Large-scale),Eloin
"Beech, Please",60,Kugane,Kugane,Carpentry,Keltraeng
Reeling for Rods,60,Kugane,Kugane,Carpentry,Keltraeng
Walk the Walk,60,Kugane,Kugane,Carpentry,Keltraeng
Standing on Ceremony,62,Kugane,Kugane,Carpentry,Keltraeng
Composition,62,Kugane,Kugane,Carpentry,Keltraeng
Wood That You Could,62,Kugane,Kugane,Carpentry,Keltraeng
Run Before They Walk,64,Kugane,Kugane,Carpentry,Keltraeng
Pinewheel,64,Kugane,Kugane,Carpentry,Keltraeng
O Pine,64,Kugane,Kugane,Carpentry,Keltraeng
Everybody's Heard About the 'Berd,66,Kugane,Kugane,Carpentry,Keltraeng
The Ear is the Way to the Heart,66,Kugane,Kugane,Carpentry,Keltraeng
Spare a Rod and Spoil the Fishers,66,Kugane,Kugane,Carpentry,Keltraeng
With a Bow on Top,68,Kugane,Kugane,Carpentry,Keltraeng
"Zelkova, My Love",68,Kugane,Kugane,Carpentry,Keltraeng
Putting Your Line on the Neck,68,Kugane,Kugane,Carpentry,Keltraeng
Built to Last,70,The Crystarium,The Baldaquin,Carpentry,Eirikur
Just Starting Out,70,The Crystarium,The Baldaquin,Carpentry,Eirikur
Playing the Market,70,The Crystarium,The Baldaquin,Carpentry,Eirikur
A Stronger Offense,72,The Crystarium,The Baldaquin,Carpentry,Eirikur
Taking Aim,72,The Crystarium,The Baldaquin,Carpentry,Eirikur
Understaffed,72,The Crystarium,The Baldaquin,Carpentry,Eirikur
Ground to a Halt,74,The Crystarium,The Baldaquin,Carpentry,Eirikur
Horde of the Rings,74,The Crystarium,The Baldaquin,Carpentry,Eirikur
Patient Patients,74,The Crystarium,The Baldaquin,Carpentry,Eirikur
A Miss and a Hit,76,The Crystarium,The Baldaquin,Carpentry,Eirikur
Sleep On It,76,The Crystarium,The Baldaquin,Carpentry,Eirikur
The Right Tool for the Job,76,The Crystarium,The Baldaquin,Carpentry,Eirikur
Kindling the Flame,78,The Crystarium,The Baldaquin,Carpentry,Eirikur
Off to a Good Staff,78,The Crystarium,The Baldaquin,Carpentry,Eirikur
Safety First,78,The Crystarium,The Baldaquin,Carpentry,Eirikur
Pork Is a Salty Food,1,Limsa Lominsa,Limsa Lominsa,Culinary,T'mokkri
Trout Fishing in Limsa,1,Limsa Lominsa,Limsa Lominsa,Culinary,T'mokkri
In Hot Water,1,Limsa Lominsa,Limsa Lominsa,Culinary,T'mokkri
It's Always Sunny in Vylbrand,1,Lower La Noscea,Red Rooster Stead,Culinary,Wyrkholsk
Meat-lover's Special,1,Lower La Noscea,Red Rooster Stead,Culinary,Wyrkholsk
What a Sap,1,Lower La Noscea,Red Rooster Stead,Culinary,Wyrkholsk
Jack of All Plates,5,Limsa Lominsa,Limsa Lominsa,Culinary,T'mokkri
Whip It,5,Limsa Lominsa,Limsa Lominsa,Culinary,T'mokkri
A Real Fungi,5,Limsa Lominsa,Limsa Lominsa,Culinary,T'mokkri
Fishy Revelations,5,Lower La Noscea,Red Rooster Stead,Culinary,Wyrkholsk
Putting the Squeeze On,5,Lower La Noscea,Red Rooster Stead,Culinary,Wyrkholsk
Butter Me Up,5,Lower La Noscea,Red Rooster Stead,Culinary,Wyrkholsk
Keep Your Powder Dry,10,Limsa Lominsa,Limsa Lominsa,Culinary,T'mokkri
Pretty Enough to Eat,10,Limsa Lominsa,Limsa Lominsa,Culinary,T'mokkri
Go Ahead and Dig In,10,Limsa Lominsa,Limsa Lominsa,Culinary,T'mokkri
The Bango Zango Diet,10,Western La Noscea,Swiftperch,Culinary,Swygskyf
Fisher of Men,10,Western La Noscea,Swiftperch,Culinary,Swygskyf
Chew the Fat,10,Western La Noscea,Swiftperch,Culinary,Swygskyf
Omelette's Be Friends,15,Limsa Lominsa,Limsa Lominsa,Culinary,T'mokkri
Shy Is the Oyster,15,Limsa Lominsa,Limsa Lominsa,Culinary,T'mokkri
A Total Nut Job,15,Limsa Lominsa,Limsa Lominsa,Culinary,T'mokkri
Flakes for Friends,15,Western La Noscea,Aleport,Culinary,Orwen
Sweet Smell of Success,15,Western La Noscea,Aleport,Culinary,Orwen
Rustic Repast,15,Western La Noscea,Aleport,Culinary,Orwen
A Grape Idea,20,Limsa Lominsa,Limsa Lominsa,Culinary,T'mokkri
Brain Food,20,Limsa Lominsa,Limsa Lominsa,Culinary,T'mokkri
Feast of All Soles,20,Limsa Lominsa,Limsa Lominsa,Culinary,T'mokkri
Food Fight,20,South Shroud,Quarrymill,Culinary,Nyell
For Crumbs' Sake,20,South Shroud,Quarrymill,Culinary,Nyell
Picnic Panic,20,South Shroud,Quarrymill,Culinary,Nyell
Convalescence Precedes Essence,25,Limsa Lominsa,Limsa Lominsa,Culinary,T'mokkri
Fever Pitch,25,Limsa Lominsa,Limsa Lominsa,Culinary,T'mokkri
Cooking with Gas,25,Limsa Lominsa,Limsa Lominsa,Culinary,T'mokkri
Whirled Peas,25,South Shroud,Quarrymill,Culinary,Nyell
Love's Crumpets Lost,25,South Shroud,Quarrymill,Culinary,Nyell
I Love Lamprey,25,South Shroud,Quarrymill,Culinary,Nyell
"Bloody Good Tart, This",30,Limsa Lominsa,Limsa Lominsa,Culinary,T'mokkri
True Grits,30,Limsa Lominsa,Limsa Lominsa,Culinary,T'mokkri
Pretty as a Picture,30,Limsa Lominsa,Limsa Lominsa,Culinary,T'mokkri
Gegeruju Gets Down,30,Eastern La Noscea,Costa del Sol,Culinary,Nahctahr
Point Them with the Sticky End,30,Eastern La Noscea,Costa del Sol,Culinary,Nahctahr
Sole Survivor,30,Eastern La Noscea,Costa del Sol,Culinary,Nahctahr
Don't Turn Up Your Nose,35,Limsa Lominsa,Limsa Lominsa,Culinary,T'mokkri
Feeding Frenzy,35,Limsa Lominsa,Limsa Lominsa,Culinary,T'mokkri
No More Dumpster Diving,35,Limsa Lominsa,Limsa Lominsa,Culinary,T'mokkri
Rise and Dine,35,Coerthas Central Highlands,Observatorium,Culinary,Cimeaurant
Winter of Our Discontent,35,Coerthas Central Highlands,Observatorium,Culinary,Cimeaurant
Leek Soup for the Soul,35,Coerthas Central Highlands,Observatorium,Culinary,Cimeaurant
The Perks of Life at Sea,40,Limsa Lominsa,Limsa Lominsa,Culinary,T'mokkri
Made by Apple in Coerthas,40,Limsa Lominsa,Limsa Lominsa,Culinary,T'mokkri
Moving Up in the World,40,Limsa Lominsa,Limsa Lominsa,Culinary,T'mokkri
Rolanberry Fields Forever,40,Coerthas Central Highlands,Whitebrim Front,Culinary,Voilinaut
Good Eats in Ishgard,40,Coerthas Central Highlands,Whitebrim Front,Culinary,Voilinaut
Pagan Pastries,40,Coerthas Central Highlands,Whitebrim Front,Culinary,Voilinaut
The Egg Files,45,Limsa Lominsa,Limsa Lominsa,Culinary,T'mokkri
Bread in the Clouds,45,Limsa Lominsa,Limsa Lominsa,Culinary,T'mokkri
Culture Club,45,Limsa Lominsa,Limsa Lominsa,Culinary,T'mokkri
Comfort Me with Mushrooms,45,Mor Dhona,Saint Coinach's Find,Culinary,K'leytai
Drinking to Your Health,45,Mor Dhona,Saint Coinach's Find,Culinary,K'leytai
Red Letter Day,45,Mor Dhona,Saint Coinach's Find,Culinary,K'leytai
The Next to Last Supper,50,Ishgard,Foundation,Culinary,Eloin
Little Orphan Candy,50,Ishgard,Foundation,Culinary,Eloin
The Aroma of Faith,50,Ishgard,Foundation,Culinary,Eloin
Nostalgia through the Stomach,50,Ishgard,Foundation,Culinary (Large-scale),Eloin
Confections of Confession,50,Ishgard,Foundation,Culinary (Large-scale),Eloin
Soup's On,50,Ishgard,Foundation,Culinary (Large-scale),Eloin
Such a Butter Face,52,Ishgard,Foundation,Culinary,Eloin
Loving That Muffin Top,52,Ishgard,Foundation,Culinary,Eloin
Persona non Gratin,52,Ishgard,Foundation,Culinary,Eloin
No Margarine of Error,52,Ishgard,Foundation,Culinary (Large-scale),Eloin
Muffin of the Morn,52,Ishgard,Foundation,Culinary (Large-scale),Eloin
Recipe for Disaster,52,Ishgard,Foundation,Culinary (Large-scale),Eloin
Breakfast of Champions,54,Ishgard,Foundation,Culinary,Eloin
The Nutcracker's Sweets,54,Ishgard,Foundation,Culinary,Eloin
"Old Victories, New Tastes",54,Ishgard,Foundation,Culinary,Eloin
Emerald Soup for the Soul,54,Ishgard,Foundation,Culinary (Large-scale),Eloin
Time for a Midnight Snack,54,Ishgard,Foundation,Culinary (Large-scale),Eloin
The Eats of Authenticity,54,Ishgard,Foundation,Culinary (Large-scale),Eloin
It Goes Down Smoothly,56,Ishgard,Foundation,Culinary,Eloin
Saucy for a Suitor,56,Ishgard,Foundation,Culinary,Eloin
Persuasion of a Higher Power,56,Ishgard,Foundation,Culinary,Eloin
Quenching the Flame,56,Ishgard,Foundation,Culinary (Large-scale),Eloin
Saved by the Sauce,56,Ishgard,Foundation,Culinary (Large-scale),Eloin
Loaves the Fishes,56,Ishgard,Foundation,Culinary (Large-scale),Eloin
Let's Not Get Sappy,58,Ishgard,Foundation,Culinary,Eloin
Soup That Eats Like a Knight,58,Ishgard,Foundation,Culinary,Eloin
Don't Let It Fall Apart,58,Ishgard,Foundation,Culinary,Eloin
Lap of Luxury,58,Ishgard,Foundation,Culinary (Large-scale),Eloin
Like Ma Used to Make,58,Ishgard,Foundation,Culinary (Large-scale),Eloin
Better Come Back with a Sandwich,58,Ishgard,Foundation,Culinary (Large-scale),Eloin
All You Can Stomach,60,Kugane,Kugane,Culinary,Keltraeng
Loquacious,60,Kugane,Kugane,Culinary,Keltraeng
Oh No Udon,60,Kugane,Kugane,Culinary,Keltraeng
The Frier Never Lies,62,Kugane,Kugane,Culinary,Keltraeng
Soup for the Soul,62,Kugane,Kugane,Culinary,Keltraeng
Hunger is No Game,62,Kugane,Kugane,Culinary,Keltraeng
Sweet Kiss of Death,64,Kugane,Kugane,Culinary,Keltraeng
A Shorlonging for the Familiar,64,Kugane,Kugane,Culinary,Keltraeng
Souper,64,Kugane,Kugane,Culinary,Keltraeng
No Othard Choice,66,Kugane,Kugane,Culinary,Keltraeng
West Meats East,66,Kugane,Kugane,Culinary,Keltraeng
Persimmony Snicket,66,Kugane,Kugane,Culinary,Keltraeng
Herky Jerky,68,Kugane,Kugane,Culinary,Keltraeng
Fits to a Tea,68,Kugane,Kugane,Culinary,Keltraeng
Fish Box,68,Kugane,Kugane,Culinary,Keltraeng
Cure for What Ails,70,The Crystarium,The Baldaquin,Culinary,Eirikur
Meet for Meat,70,The Crystarium,The Baldaquin,Culinary,Eirikur
Slippery Service,70,The Crystarium,The Baldaquin,Culinary,Eirikur
His Dark Utensils,72,The Crystarium,The Baldaquin,Culinary,Eirikur
Soup for the Soldier,72,The Crystarium,The Baldaquin,Culinary,Eirikur
Sweet Tooth,72,The Crystarium,The Baldaquin,Culinary,Eirikur
Can't Eat Just One,74,The Crystarium,The Baldaquin,Culinary,Eirikur
Mixology,74,The Crystarium,The Baldaquin,Culinary,Eirikur
One Last Meal,74,The Crystarium,The Baldaquin,Culinary,Eirikur
A Good Omen,76,The Crystarium,The Baldaquin,Culinary,Eirikur
On a Full Stomach,76,The Crystarium,The Baldaquin,Culinary,Eirikur
Teetotally,76,The Crystarium,The Baldaquin,Culinary,Eirikur
A Cookie for Your Troubles,78,The Crystarium,The Baldaquin,Culinary,Eirikur
A Happy End,78,The Crystarium,The Baldaquin,Culinary,Eirikur
Super Dark Times,78,The Crystarium,The Baldaquin,Culinary,Eirikur
Copper and Robbers,1,Ul'dah,Ul'dah,Goldsmithing,Eustace
Needful Rings,1,Ul'dah,Ul'dah,Goldsmithing,Eustace
Arms for the Poor,1,Ul'dah,Ul'dah,Goldsmithing,Eustace
Water of Life,1,Western Thanalan,Scorpion Crossing,Goldsmithing,Graceful Song
Hora at Me,1,Western Thanalan,Scorpion Crossing,Goldsmithing,Graceful Song
Bad Bromance,1,Western Thanalan,Scorpion Crossing,Goldsmithing,Graceful Song
Gods of Small Things,5,Ul'dah,Ul'dah,Goldsmithing,Eustace
I Ram What I Ram,5,Ul'dah,Ul'dah,Goldsmithing,Eustace
Let's Talk about Hex,5,Ul'dah,Ul'dah,Goldsmithing,Eustace
A Needle Is a Small Sword,5,Western Thanalan,Scorpion Crossing,Goldsmithing,Graceful Song
Horn of Plenty,5,Western Thanalan,Scorpion Crossing,Goldsmithing,Graceful Song
A Ringing Success,5,Western Thanalan,Scorpion Crossing,Goldsmithing,Graceful Song
The Tusk at Hand,10,Ul'dah,Ul'dah,Goldsmithing,Eustace
All That Glitters,10,Ul'dah,Ul'dah,Goldsmithing,Eustace
An Offer We Can't Refuse,10,Ul'dah,Ul'dah,Goldsmithing,Eustace
Better Four Eyes than None,10,Western Thanalan,Horizon,Goldsmithing,Totonowa
Point of Honor,10,Western Thanalan,Horizon,Goldsmithing,Totonowa
Gorgeous Gorget,10,Western Thanalan,Horizon,Goldsmithing,Totonowa
Forever 21K,15,Ul'dah,Ul'dah,Goldsmithing,Eustace
Brothers in Arms,15,Ul'dah,Ul'dah,Goldsmithing,Eustace
Bad to the Bone,15,Ul'dah,Ul'dah,Goldsmithing,Eustace
I Am a Rock,15,Eastern Thanalan,Camp Drybone,Goldsmithing,Poponagu
Bad Guys Eat Brass,15,Eastern Thanalan,Camp Drybone,Goldsmithing,Poponagu
Sharp Words,15,Eastern Thanalan,Camp Drybone,Goldsmithing,Poponagu
Perk of Fiction,20,Ul'dah,Ul'dah,Goldsmithing,Eustace
King for a Day,20,Ul'dah,Ul'dah,Goldsmithing,Eustace
"You Burnt It, You Bought It",20,Ul'dah,Ul'dah,Goldsmithing,Eustace
One and Only,20,South Shroud,Quarrymill,Goldsmithing,Nyell
Music to Their Ears,20,South Shroud,Quarrymill,Goldsmithing,Nyell
Dog Tags Are for Dogs,20,South Shroud,Quarrymill,Goldsmithing,Nyell
Love in the Time of Umbra,25,Ul'dah,Ul'dah,Goldsmithing,Eustace
All Booked Up,25,Ul'dah,Ul'dah,Goldsmithing,Eustace
Thaumaturge Is Magic,25,Ul'dah,Ul'dah,Goldsmithing,Eustace
Necklet of Champions,25,South Shroud,Quarrymill,Goldsmithing,Nyell
Keep the Change,25,South Shroud,Quarrymill,Goldsmithing,Nyell
Dancing with the Stars,25,South Shroud,Quarrymill,Goldsmithing,Nyell
One Man's Trash,30,Ul'dah,Ul'dah,Goldsmithing,Eustace
A Little Bird Told Me,30,Ul'dah,Ul'dah,Goldsmithing,Eustace
He Has His Quartz,30,Ul'dah,Ul'dah,Goldsmithing,Eustace
It's Only Love,30,Eastern La Noscea,Costa del Sol,Goldsmithing,Nahctahr
Renascence Man,30,Eastern La Noscea,Costa del Sol,Goldsmithing,Nahctahr
Get the Green Stuff,30,Eastern La Noscea,Costa del Sol,Goldsmithing,Nahctahr
Lode It Up,35,Ul'dah,Ul'dah,Goldsmithing,Eustace
Burning the Midnight Oil,35,Ul'dah,Ul'dah,Goldsmithing,Eustace
"Actually, It's Loyalty",35,Ul'dah,Ul'dah,Goldsmithing,Eustace
Dead Can't Defang,35,Coerthas Central Highlands,Observatorium,Goldsmithing,Cimeaurant
Wear Your Patriotic Pin,35,Coerthas Central Highlands,Observatorium,Goldsmithing,Cimeaurant
Faith and Fashion,35,Coerthas Central Highlands,Observatorium,Goldsmithing,Cimeaurant
When We Were Blings,40,Ul'dah,Ul'dah,Goldsmithing,Eustace
It's My Business to Know Things,40,Ul'dah,Ul'dah,Goldsmithing,Eustace
Coral on My Mind,40,Ul'dah,Ul'dah,Goldsmithing,Eustace
Tough Job Market,40,Coerthas Central Highlands,Whitebrim Front,Goldsmithing,Voilinaut
North Ore South,40,Coerthas Central Highlands,Whitebrim Front,Goldsmithing,Voilinaut
"If You've Got It, Flaunt It",40,Coerthas Central Highlands,Whitebrim Front,Goldsmithing,Voilinaut
Gold Is So Last Year,45,Ul'dah,Ul'dah,Goldsmithing,Eustace
The Big Red,45,Ul'dah,Ul'dah,Goldsmithing,Eustace
Green and Bear It,45,Ul'dah,Ul'dah,Goldsmithing,Eustace
Sew Not Doing This,45,Mor Dhona,Saint Coinach's Find,Goldsmithing,K'leytai
Sweet Charity,45,Mor Dhona,Saint Coinach's Find,Goldsmithing,K'leytai
Light in the Darkness,45,Mor Dhona,Saint Coinach's Find,Goldsmithing,K'leytai
Not on My Table,50,Ishgard,Foundation,Goldsmithing,Eloin
"The Goggles, They Do Naught",50,Ishgard,Foundation,Goldsmithing,Eloin
Halonic Hermeneutrics,50,Ishgard,Foundation,Goldsmithing,Eloin
Heinz's Dilemma,50,Ishgard,Foundation,Goldsmithing (Large-scale),Eloin
Peril Never Wore Safety Goggles,50,Ishgard,Foundation,Goldsmithing (Large-scale),Eloin
Transposing Theology,50,Ishgard,Foundation,Goldsmithing (Large-scale),Eloin
"High Above Me, She Sews Lovely",52,Ishgard,Foundation,Goldsmithing,Eloin
Sense of Entitlement,52,Ishgard,Foundation,Goldsmithing,Eloin
Sky Is the Limit,52,Ishgard,Foundation,Goldsmithing,Eloin
Old-school Spooling,52,Ishgard,Foundation,Goldsmithing (Large-scale),Eloin
Charting the Trends,52,Ishgard,Foundation,Goldsmithing (Large-scale),Eloin
Hulls of Broken Dreams,52,Ishgard,Foundation,Goldsmithing (Large-scale),Eloin
Citizen's Arrest,54,Ishgard,Foundation,Goldsmithing,Eloin
The Unfortunate Retirony,54,Ishgard,Foundation,Goldsmithing,Eloin
The Monuments Mages,54,Ishgard,Foundation,Goldsmithing,Eloin
Watchers within the Walls,54,Ishgard,Foundation,Goldsmithing (Large-scale),Eloin
Life Ends at Retirement,54,Ishgard,Foundation,Goldsmithing (Large-scale),Eloin
Deal with It,54,Ishgard,Foundation,Goldsmithing (Large-scale),Eloin
The Grander Temple,56,Ishgard,Foundation,Goldsmithing,Eloin
Needs More Prayerbell,56,Ishgard,Foundation,Goldsmithing,Eloin
Appeasing the Astromancer,56,Ishgard,Foundation,Goldsmithing,Eloin
Man with a Dragon Earring,56,Ishgard,Foundation,Goldsmithing (Large-scale),Eloin
With a Noise That Reaches Heaven,56,Ishgard,Foundation,Goldsmithing (Large-scale),Eloin
Silver Bar of Upcycling,56,Ishgard,Foundation,Goldsmithing (Large-scale),Eloin
Embroiling Embroidery,58,Ishgard,Foundation,Goldsmithing,Eloin
Keeping Claw and Order,58,Ishgard,Foundation,Goldsmithing,Eloin
A Halo for Her Head,58,Ishgard,Foundation,Goldsmithing,Eloin
The Lovely Hands of Haillenarte,58,Ishgard,Foundation,Goldsmithing (Large-scale),Eloin
Ring of Reciprocity,58,Ishgard,Foundation,Goldsmithing (Large-scale),Eloin
It's the Circlet of Life,58,Ishgard,Foundation,Goldsmithing (Large-scale),Eloin
Wants and Needles,60,Kugane,Kugane,Goldsmithing,Keltraeng
One Ring Circus,60,Kugane,Kugane,Goldsmithing,Keltraeng
Play It By Ear,60,Kugane,Kugane,Goldsmithing,Keltraeng
Chain of Command,62,Kugane,Kugane,Goldsmithing,Keltraeng
Bracelet for Impact,62,Kugane,Kugane,Goldsmithing,Keltraeng
If I'd a Koppranickel for Every Time…,62,Kugane,Kugane,Goldsmithing,Keltraeng
Cutting Deals,64,Kugane,Kugane,Goldsmithing,Keltraeng
Needle in a Hingan Stack,64,Kugane,Kugane,Goldsmithing,Keltraeng
Hair-raising Action,64,Kugane,Kugane,Goldsmithing,Keltraeng
Ring in the New,66,Kugane,Kugane,Goldsmithing,Keltraeng
Put the Metal to the Peddle,66,Kugane,Kugane,Goldsmithing,Keltraeng
Best-laid Planispheres,66,Kugane,Kugane,Goldsmithing,Keltraeng
